starttime	seconds	ctime	dtime	ttime	wait
Fri Jun 17 16:21:55 2011	1308320515	0	22	22	21
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:55 2011	1308320515	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:55 2011	1308320515	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:55 2011	1308320515	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	22	22
Fri Jun 17 16:21:55 2011	1308320515	0	22	22	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	23	22
Fri Jun 17 16:21:56 2011	1308320516	0	22	23	22
Fri Jun 17 16:21:55 2011	1308320515	0	23	23	23
Fri Jun 17 16:21:55 2011	1308320515	0	23	23	23
Fri Jun 17 16:21:55 2011	1308320515	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	23	23
Fri Jun 17 16:21:55 2011	1308320515	0	23	24	23
Fri Jun 17 16:21:56 2011	1308320516	0	23	24	23
Fri Jun 17 16:21:55 2011	1308320515	0	23	24	23
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:55 2011	1308320515	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:55 2011	1308320515	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	24	24	24
Fri Jun 17 16:21:56 2011	1308320516	0	25	25	25
Fri Jun 17 16:21:56 2011	1308320516	0	25	25	25
Fri Jun 17 16:21:55 2011	1308320515	0	25	25	25
Fri Jun 17 16:21:56 2011	1308320516	0	25	25	25
Fri Jun 17 16:21:56 2011	1308320516	0	25	25	25
Fri Jun 17 16:21:55 2011	1308320515	0	25	25	25
Fri Jun 17 16:21:55 2011	1308320515	0	25	25	25
Fri Jun 17 16:21:56 2011	1308320516	0	25	25	25
Fri Jun 17 16:21:55 2011	1308320515	0	25	25	25
Fri Jun 17 16:21:56 2011	1308320516	0	25	25	25
Fri Jun 17 16:21:55 2011	1308320515	0	26	26	26
Fri Jun 17 16:21:56 2011	1308320516	0	26	26	26
Fri Jun 17 16:21:55 2011	1308320515	0	26	26	26
Fri Jun 17 16:21:56 2011	1308320516	0	26	26	26
Fri Jun 17 16:21:56 2011	1308320516	0	26	26	26
Fri Jun 17 16:21:56 2011	1308320516	0	26	26	26
Fri Jun 17 16:21:55 2011	1308320515	0	26	26	26
Fri Jun 17 16:21:55 2011	1308320515	0	26	26	26
Fri Jun 17 16:21:56 2011	1308320516	0	26	26	26
Fri Jun 17 16:21:56 2011	1308320516	0	27	27	27
Fri Jun 17 16:21:56 2011	1308320516	0	27	27	27
Fri Jun 17 16:21:55 2011	1308320515	0	27	27	27
Fri Jun 17 16:21:56 2011	1308320516	0	27	27	27
Fri Jun 17 16:21:56 2011	1308320516	0	27	28	27
Fri Jun 17 16:21:55 2011	1308320515	0	27	28	27
Fri Jun 17 16:21:55 2011	1308320515	0	28	28	28
Fri Jun 17 16:21:56 2011	1308320516	0	28	28	28
Fri Jun 17 16:21:56 2011	1308320516	0	29	29	29
Fri Jun 17 16:21:56 2011	1308320516	0	29	29	29
Fri Jun 17 16:21:56 2011	1308320516	0	30	30	29
Fri Jun 17 16:21:56 2011	1308320516	0	30	30	30
Fri Jun 17 16:21:55 2011	1308320515	0	30	31	30
Fri Jun 17 16:21:55 2011	1308320515	0	30	31	30
Fri Jun 17 16:21:55 2011	1308320515	0	31	31	31
Fri Jun 17 16:21:55 2011	1308320515	0	31	31	31
Fri Jun 17 16:21:56 2011	1308320516	0	31	32	31
Fri Jun 17 16:21:55 2011	1308320515	0	32	32	32
Fri Jun 17 16:21:56 2011	1308320516	0	34	34	34
Fri Jun 17 16:21:56 2011	1308320516	0	34	34	34
Fri Jun 17 16:21:55 2011	1308320515	0	36	37	36
Fri Jun 17 16:21:55 2011	1308320515	0	40	41	40
Fri Jun 17 16:21:55 2011	1308320515	0	41	42	41
Fri Jun 17 16:21:55 2011	1308320515	0	44	44	44
Fri Jun 17 16:21:55 2011	1308320515	0	53	53	53
